atm_id;atm_lat;atm_lon;nearest_malls_name;nearest_malls_dist_m;count_malls_100m;count_malls_300m;count_malls_500m;nearest_supermarkets_name;nearest_supermarkets_dist_m;count_supermarkets_100m;count_supermarkets_300m;count_supermarkets_500m;nearest_pharmacies_hospitals_name;nearest_pharmacies_hospitals_dist_m;count_pharmacies_hospitals_100m;count_pharmacies_hospitals_300m;count_pharmacies_hospitals_500m;count_banks_atms_100m;count_banks_atms_300m;count_banks_atms_500m;competitor_count_total
182.0;57.981106;56.198182;Новая Столица;623.0;0;0;0;Супер Лента;65.5;1;3;9;Лайт;6.8;1;3;5;2;4;4;8.0
183.0;57.981106;56.198182;Новая Столица;623.0;0;0;0;Супер Лента;65.5;1;3;9;Лайт;6.8;1;3;5;2;4;4;8.0
184.0;57.909561;59.981239;Кардинал;433.6;0;0;1;Магнум;78.5;1;2;5;Не удалось узнать название;94.8;1;7;14;3;15;20;23.0
185.0;55.162541;61.399832;Никитинский;333.0;0;0;4;Пятёрочка;346.0;0;0;4;Клиника авторской косметологии Ольги Матийцо;179.5;0;3;9;1;4;15;38.0
186.0;55.26287;61.403191;Нет объектов;;0;0;0;Пив&ко;13.6;3;6;10;Фармленд;89.6;2;5;7;1;2;3;4.0
187.0;55.192379;61.383105;ТК «Островский»;732.9;0;0;0;Spar;177.5;0;1;10;Жемчужина;159.8;0;4;6;1;3;4;6.0
188.0;55.14591;61.382431;ТК «Калибр»;728.0;0;0;0;Монетка;67.4;1;4;10;ОАС;17.7;7;10;17;2;3;5;8.0
189.0;55.195442;61.331784;Комсомольский;354.2;0;0;1;Пятёрочка;63.9;3;6;11;Классика;64.7;1;5;7;4;5;9;15.0
190.0;56.833703;60.599693;Мытный двор;158.0;0;3;6;Красное&Белое;148.0;0;1;8;Еаптека;75.2;2;5;11;2;11;25;47.0
191.0;56.832359;60.625583;Восточный;623.9;0;0;0;Красное & Белое;141.4;0;3;11;Радуга;144.4;0;4;15;1;5;20;43.0
192.0;56.838755;60.596136;Европа;92.6;1;4;5;Елисей;81.6;1;2;5;Не удалось узнать название;119.3;0;10;14;3;11;37;47.0
193.0;58.006783;56.304596;ТЦ Карнавал;114.8;0;2;2;Монетка;169.2;0;11;17;Фармаимпекс;67.6;1;4;6;3;3;4;5.0
194.0;56.771763;54.156473;Джамбо;873.3;0;0;0;Магнит;16.4;2;4;6;Планета здоровья;106.3;0;5;8;3;6;6;6.0
195.0;55.128742;61.370394;Нет объектов;;0;0;0;Spar;248.2;0;2;4;Фармленд;207.0;0;1;5;0;1;2;3.0
196.0;55.170794;61.374526;ТРК «Гагарин-парк»;288.0;0;1;2;Spar;10.9;2;4;6;Фармленд;46.1;1;2;5;2;3;3;3.0
197.0;55.230318;61.378308;ТЦ «КС»;8.2;1;2;4;Магнит;121.1;0;2;4;Алоэ;295.3;0;1;1;0;0;2;2.0
198.0;57.96831;56.166256;Нет объектов;;0;0;0;Пятёрочка;190.3;0;1;7;Фармаимпекс;532.9;0;0;0;0;0;0;2.0
199.0;57.977689;56.188759;Столица;16.1;2;3;3;Семья;73.0;2;4;9;Бережная аптека;402.9;0;0;2;3;6;10;14.0
200.0;58.103704;56.385436;Нет объектов;;0;0;0;Пятёрочка;26.1;2;3;3;Философия красоты и здоровья;120.0;0;1;1;0;0;0;2.0
201.0;58.08274;55.757136;"ТЦ ""Парк""";6.6;1;2;3;Семья;9.1;1;4;13;Аптека от склада;302.0;0;0;6;0;3;9;11.0
202.0;58.001485;56.304578;ТЦ Твой;420.7;0;0;2;Семья;20.2;2;7;12;ЛабДиагностика Медси;171.8;0;2;2;0;1;1;4.0
203.0;58.026576;56.001972;Нет объектов;;0;0;0;Пятёрочка;82.5;1;3;7;Бережная аптека;165.2;0;1;1;0;0;0;1.0
204.0;58.007761;56.262699;Семья 1;60.2;1;3;3;Пятёрочка;152.8;0;5;11;Планета здоровья;101.2;0;7;17;0;0;0;18.0
205.0;58.03594;56.143232;Лето;447.8;0;0;1;Семья;72.6;2;2;6;Не удалось узнать название;68.1;1;2;3;1;1;2;4.0
206.0;57.965255;56.24361;Навигатор;367.2;0;0;1;Семья;55.1;2;3;7;Планета здоровья;142.6;0;2;5;0;0;0;4.0
207.0;56.895285;60.599981;"ТЦ ""Победа""";333.8;0;0;1;Монетка;13.6;2;5;16;Живика;44.2;2;4;14;3;6;10;17.0
208.0;57.996473;56.174422;Нет объектов;;0;0;0;Лента;8.6;1;3;4;Алоэ;33.5;1;1;3;5;5;6;6.0
209.0;58.111835;56.288714;Не удалось узнать название;895.4;0;0;0;Магнит;44.8;2;6;9;Планета здоровья;124.3;0;4;5;1;1;1;1.0
210.0;55.251778;61.402751;ТК «Каменный»;84.8;1;1;1;Craft Beer House;83.0;3;5;13;Аптека от склада;15.8;1;2;3;2;3;4;6.0
211.0;55.18377;61.398233;ТК «Кировский»;0.5;1;2;3;Кировский;5.2;2;6;19;Государственная аптека;31.9;1;6;10;4;9;13;19.0
212.0;58.063254;56.354498;Вышка-2;253.2;0;1;1;Семья;162.2;0;3;6;Бережная аптека;99.9;1;1;2;0;0;1;1.0
213.0;53.355997;58.970625;МегаМарт;328.5;0;0;2;Ситно;6.3;1;2;8;Фармленд;77.4;1;2;10;0;0;2;3.0
214.0;55.166912;61.459085;Башня;1006.0;0;0;0;Красное&Белое;62.8;2;7;9;Вита Экспресс;54.8;2;3;8;2;4;5;11.0
215.0;53.418337;58.984918;Нет объектов;;0;0;0;Красное & Белое;76.7;2;2;5;Фармленд;101.9;0;3;5;2;4;17;21.0
216.0;53.370608;58.991421;"ТЦ ""Тетрис""";605.7;0;0;0;Первый кеговый;337.4;0;0;2;Экона;3.2;1;2;2;1;2;4;7.0
217.0;55.204747;61.327392;ТК «Фиеста»;10.0;1;1;1;Spar;109.5;0;1;1;Фармленд;42.3;1;1;1;3;3;3;5.0
218.0;55.169714;61.444047;Башня;1.4;1;1;1;Красное&Белое;74.8;1;2;3;Фармленд;20.1;2;7;9;4;4;5;11.0
219.0;55.171051;61.355976;ТРК «Родник»;38.0;1;1;1;Ашан;81.6;1;1;3;Не удалось узнать название;36.7;1;1;3;0;0;0;1.0
220.0;56.830857;60.61668;Покровский Пассаж;553.5;0;0;0;Верный;87.3;1;5;11;Алоэ;85.2;1;5;9;4;16;36;53.0
221.0;56.85374;60.638078;"ТРЦ ""Апельсин""";215.7;0;1;2;Красное&белое;3.2;3;5;11;Вита Экспресс;166.4;0;5;13;1;4;8;10.0
222.0;56.85374;60.638078;"ТРЦ ""Апельсин""";215.7;0;1;2;Красное&белое;3.2;3;5;11;Вита Экспресс;166.4;0;5;13;1;4;8;10.0
223.0;57.993262;56.209231;Арена;8.5;1;2;2;Перекрёсток;6.0;1;4;8;Центр сурдологии и слухопротезирования «Отикс»;149.5;0;2;3;0;0;0;8.0
224.0;55.112978;61.611277;ТК «Слава»;5.9;1;1;3;Spar;49.2;1;2;10;Классика;15.7;2;5;12;8;9;13;20.0
225.0;56.838011;60.597474;Европа;151.5;0;4;6;Елисей;156.2;0;2;6;Алоэ;190.5;0;8;17;2;19;37;49.0
226.0;56.829103;60.598948;Гринвич;22.5;1;2;3;Гипербола;119.0;0;4;9;Алоэ;9.9;2;7;9;0;3;15;27.0
227.0;55.171987;61.305284;Spar;1.5;1;1;1;Spar;18.0;1;2;8;Фармленд;45.4;1;3;8;6;6;6;8.0
228.0;56.90202;59.942127;РЦ Космос;114.8;0;1;2;Бристоль;192.7;0;2;6;УльтраЛаб;144.4;0;3;5;3;4;9;11.0
229.0;58.006783;56.304596;ТЦ Карнавал;114.8;0;2;2;Монетка;169.2;0;11;17;Фармаимпекс;67.6;1;4;6;3;3;4;5.0
230.0;56.821681;60.577927;Универбыт;518.2;0;0;0;Кировский;20.0;3;4;7;Фармленд;64.2;5;8;15;4;6;10;26.0
231.0;56.832969;60.582374;Алатырь;16.7;1;1;3;Кино Домино;36.4;1;3;7;Фармленд;26.8;2;9;15;0;4;9;22.0
232.0;55.171987;61.305284;Spar;1.5;1;1;1;Spar;18.0;1;2;8;Фармленд;45.4;1;3;8;6;6;6;8.0
233.0;55.112978;61.611277;ТК «Слава»;5.9;1;1;3;Spar;49.2;1;2;10;Классика;15.7;2;5;12;8;9;13;20.0
234.0;57.977689;56.188759;Столица;16.1;2;3;3;Семья;73.0;2;4;9;Бережная аптека;402.9;0;0;2;3;6;10;14.0
235.0;59.392773;56.856467;Оранж Молл;4.6;1;1;1;Гастроном;10.9;2;2;3;Аптека;5.4;1;1;1;0;0;0;0.0
236.0;57.966558;56.263642;Шоколад;139.9;0;1;1;Лента;142.6;0;2;5;Планета здоровья;160.3;0;3;4;0;2;2;2.0
237.0;58.005548;55.937976;"ТЦ ""Семь чудес""";343.3;0;0;1;Пятёрочка;6.4;2;5;9;Бережная аптека;12.7;1;1;1;0;0;1;5.0
238.0;53.430389;58.973231;Jazz mall;10.9;1;1;1;Перекрёсток;25.0;1;1;2;Фармленд;34.1;1;3;5;0;0;1;5.0
239.0;58.103751;56.298748;ТЦ «Кристалл»;170.5;0;1;2;Магнит;62.9;2;5;12;Не удалось узнать название;91.9;2;7;14;3;4;9;9.0
240.0;58.103751;56.298748;ТЦ «Кристалл»;170.5;0;1;2;Магнит;62.9;2;5;12;Не удалось узнать название;91.9;2;7;14;3;4;9;9.0
241.0;56.821026;60.56792;Универбыт;292.1;0;1;1;Норман;53.4;1;5;7;Вита Экспресс;19.4;1;2;11;8;17;24;38.0
242.0;56.835313;60.548768;Нет объектов;;0;0;0;Татищев;106.9;0;9;26;Сибирское здоровье;32.9;1;10;29;0;9;17;26.0
243.0;56.841246;60.605326;ТЦ «SilaVoli»;286.0;0;1;1;Нет объектов;;0;0;0;Фармленд;363.0;0;0;6;1;5;18;42.0
244.0;56.832359;60.625583;Восточный;623.9;0;0;0;Красное & Белое;141.4;0;3;11;Радуга;144.4;0;4;15;1;5;20;43.0
245.0;56.792168;60.619106;Ботаника Молл;637.3;0;0;0;Пив&ко;59.9;2;4;6;Живика;60.7;1;4;15;1;4;7;13.0
246.0;56.806905;60.612324;Мегаполис;2.5;1;1;2;Перекрёсток;44.4;1;4;14;Фармленд;85.2;1;9;15;8;16;21;31.0
247.0;56.821026;60.56792;Универбыт;292.1;0;1;1;Норман;53.4;1;5;7;Вита Экспресс;19.4;1;2;11;8;17;24;38.0
248.0;56.841753;60.636884;Восточный;869.4;0;0;0;Пятёрочка;89.9;1;1;7;Живика;230.9;0;2;11;4;5;18;38.0
249.0;55.156194;61.412938;Никитинский;784.5;0;0;0;Пиватория №3;140.6;0;6;13;Фармленд;76.8;2;9;26;1;4;13;27.0
250.0;55.179144;61.297828;Чичеринский;136.8;0;2;4;Магнит;119.9;0;4;8;Фармленд;87.3;1;8;13;4;4;8;15.0
251.0;55.179144;61.297828;Чичеринский;136.8;0;2;4;Магнит;119.9;0;4;8;Фармленд;87.3;1;8;13;4;4;8;15.0
252.0;55.179144;61.297828;Чичеринский;136.8;0;2;4;Магнит;119.9;0;4;8;Фармленд;87.3;1;8;13;4;4;8;15.0
253.0;56.860929;60.552361;Таганский ряд;710.3;0;0;0;Кировский;67.3;1;2;5;Фармленд;14.5;1;2;4;0;1;1;3.0
254.0;56.8531;60.550277;ТЦ Карнавал;1.6;1;1;1;Ашан;31.7;1;1;6;Алоэ;16.2;1;1;6;0;0;1;4.0
255.0;56.854079;60.55953;ТЦ Карнавал;574.2;0;0;0;Пятёрочка;117.3;0;5;12;Аптека-Сити-9;36.1;1;5;8;0;2;4;6.0
256.0;56.829103;60.598948;Гринвич;22.5;1;2;3;Гипербола;119.0;0;4;9;Алоэ;9.9;2;7;9;0;3;15;27.0
257.0;56.863488;60.630766;Супермаркет Кировский;566.9;0;0;0;Перекрёсток;38.5;1;5;8;Фармленд;54.9;1;5;10;7;19;19;19.0
258.0;56.796723;60.612979;Ботаника Молл;8.3;1;1;1;Магнит Экстра;35.2;1;4;4;Фармленд;32.7;1;3;6;1;1;1;11.0
259.0;56.822109;60.640216;ТЦ Гагарин;604.9;0;0;0;Мегамарт;12.1;1;4;4;Не удалось узнать название;211.5;0;4;9;1;2;5;6.0
260.0;56.817183;60.538536;Радуга Парк;79.6;2;2;2;О’кей;162.7;0;2;3;Вита Экспресс;204.8;0;3;5;3;4;4;8.0
261.0;56.906497;60.614848;Белка;6.7;1;1;1;Пивная лавка;135.3;0;2;8;Городские аптеки;114.5;0;4;10;1;3;5;14.0
262.0;53.430389;58.973231;Jazz mall;10.9;1;1;1;Перекрёсток;25.0;1;1;2;Фармленд;34.1;1;3;5;0;0;1;5.0
263.0;53.399996;58.984783;Лемана ПРО;271.4;0;1;5;Красное & Белое;75.2;1;5;6;Классика;197.3;0;2;10;2;6;23;34.0
264.0;53.359872;58.960466;Сельсовет;650.0;0;0;0;Магнит Семейный;24.2;1;2;6;Фармленд;13.9;1;4;7;0;0;3;11.0
265.0;53.362049;58.980139;Южный;0.8;1;2;4;Магнит;30.4;2;4;8;Гезель;252.6;0;2;5;2;2;10;12.0
266.0;55.19058;61.303254;ТРК «Фокус»;1.6;1;1;2;Не удалось узнать название;19.3;2;4;15;Фармленд;64.9;1;4;10;3;3;4;8.0
267.0;55.169714;61.444047;Башня;1.4;1;1;1;Красное&Белое;74.8;1;2;3;Фармленд;20.1;2;7;9;4;4;5;11.0
268.0;55.163585;61.414914;Радуга;3.7;1;1;1;Молния;25.2;3;7;15;Фармленд;49.2;1;5;12;6;16;28;36.0
269.0;55.192379;61.383105;ТК «Островский»;732.9;0;0;0;Spar;177.5;0;1;10;Жемчужина;159.8;0;4;6;1;3;4;6.0
270.0;55.192379;61.383105;Нет объектов;;0;0;0;Spar;177.5;0;1;10;Жемчужина;159.8;0;4;6;1;3;4;6.0
271.0;57.908117;59.95941;Александровский пассаж;0.7;2;2;2;Райт;237.1;0;2;4;Фармленд;200.3;0;2;3;2;5;7;10.0
272.0;57.869628;59.942495;КИТ;2.9;1;1;1;Магнит;44.9;2;2;7;Фармленд;34.5;1;2;5;0;0;0;1.0
273.0;56.752575;60.706638;Нет объектов;;0;0;0;Пив&ко;152.0;0;3;6;Фармленд;121.9;0;4;8;2;2;5;8.0
274.0;55.160638;61.382386;ТЦ «Алое поле»;356.3;0;0;1;Семейный магнит;33.6;2;3;11;Здоровье;47.8;1;7;12;5;11;14;20.0
275.0;58.009406;56.233665;Алмаз;231.6;0;2;7;Перекрёсток;250.2;0;1;5;Планета здоровья;283.7;0;1;16;2;10;19;35.0
276.0;58.009406;56.233665;Алмаз;231.6;0;2;7;Перекрёсток;250.2;0;1;5;Планета здоровья;283.7;0;1;16;2;10;19;35.0
277.0;57.999115;56.251075;Гостиный двор;205.3;0;1;2;Винница;30.0;1;6;13;Не удалось узнать название;164.8;0;3;8;0;4;9;15.0
278.0;57.999115;56.251075;Гостиный двор;205.3;0;1;2;Винница;30.0;1;6;13;Не удалось узнать название;164.8;0;3;8;0;4;9;15.0
279.0;57.999115;56.251075;Гостиный двор;205.3;0;1;2;Винница;30.0;1;6;13;Не удалось узнать название;164.8;0;3;8;0;0;0;27.0
280.0;58.009406;56.233665;Алмаз;231.6;0;2;7;Перекрёсток;250.2;0;1;5;Планета здоровья;283.7;0;1;16;2;10;19;35.0
281.0;56.79585;60.580945;Кит;15.7;1;3;3;Не удалось узнать название;14.3;1;6;9;Вита Экспресс;22.8;2;8;12;7;9;11;11.0
282.0;56.750201;60.801715;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Не удалось узнать название;25.0;1;1;1;2;2;2;2.0
283.0;58.006693;55.94934;Закамский;112.8;0;1;1;Магнит;101.4;0;4;7;3Z;271.5;0;1;3;4;5;6;6.0
284.0;58.006693;55.94934;Закамский;112.8;0;1;1;Магнит;101.4;0;4;7;3Z;271.5;0;1;3;4;5;6;6.0
285.0;56.830477;60.56023;Нет объектов;;0;0;0;Норман;81.0;1;5;14;Живика;18.0;4;6;21;7;8;14;20.0
286.0;58.005696;56.209806;Bazar;6.7;1;1;4;Магнит;26.7;1;8;15;Городская клиническая больница №2 им. Ф. Х. Граля;131.4;0;6;10;2;4;9;12.0
287.0;55.156194;61.412938;Никитинский;784.5;0;0;0;Пиватория №3;140.6;0;6;13;Фармленд;76.8;2;9;26;1;4;13;27.0
288.0;55.156194;61.412938;Никитинский;784.5;0;0;0;Пиватория №3;140.6;0;6;13;Фармленд;76.8;2;9;26;1;4;13;27.0
289.0;55.174712;61.398251;Зелёный;7.9;1;2;4;Пятёрочка;130.2;0;2;4;ОАС;165.0;0;1;7;1;2;7;11.0
290.0;56.896681;60.625205;Омега;830.6;0;0;0;Магнит;43.9;3;7;11;Живика;186.7;0;4;8;4;6;7;10.0
291.0;53.402729;58.987622;"ТЦ ""Континент""";8.6;1;2;4;Магнит;75.9;1;1;3;Офтальмологическая клиника;266.3;0;1;3;1;4;14;25.0
292.0;53.397908;58.959783;Радуга вкуса;12.4;1;1;1;Пятёрочка;174.7;0;2;3;Вита Экспресс;83.9;1;7;8;5;8;8;10.0
293.0;53.37844;58.976384;"ТРК ""Семейный парк""";8.1;1;1;3;АШАН сити;30.2;1;3;8;Оптима;110.2;0;5;13;2;13;22;26.0
294.0;55.74372;49.203603;Сити Центр;586.5;0;0;0;Пятёрочка;13.1;1;7;12;Разумед;9.9;1;5;8;0;1;3;22.0
295.0;55.777089;52.009535;Мираж;632.3;0;0;0;Эссен;4.4;1;3;6;АптекиПлюс;199.6;0;3;3;2;2;3;4.0
296.0;55.82976;49.117706;Парк-Хаус;26.6;1;1;1;Магнит;259.5;0;4;7;Фармленд;477.5;0;0;1;3;10;14;21.0
297.0;55.82976;49.117706;Парк-Хаус;26.6;1;1;1;Магнит;259.5;0;4;7;Фармленд;477.5;0;0;1;3;10;14;21.0
298.0;55.82976;49.117706;Парк-Хаус;26.6;1;1;1;Магнит;259.5;0;4;7;Фармленд;477.5;0;0;1;3;10;14;21.0
299.0;55.819975;49.107492;Берёзка;593.0;0;0;0;Eurospar;10.0;2;10;14;Фармленд;19.0;1;7;15;1;3;13;24.0
300.0;55.741105;49.195662;ТД Дубрава;153.8;0;1;3;Пятёрочка;70.2;1;3;7;Здравсити;64.0;1;1;4;2;2;6;8.0
301.0;55.818321;37.339023;"Торговый центр ""Карамель""";97.5;1;1;2;Винлаб;87.9;1;6;13;Столички;4.9;1;5;9;4;9;10;11.0
302.0;59.935958;30.317674;ТРЦ «Адмирал»;154.5;0;1;1;Перекрёсток;102.8;0;3;10;Невис;60.6;1;3;6;5;10;26;51.0
303.0;43.798912;131.945519;Исток;320.5;0;0;2;Винлаб;91.2;1;2;3;Морг;211.1;0;4;8;1;4;7;22.0
304.0;43.111113;131.878756;Централь;669.9;0;0;0;Винлаб;53.6;1;3;6;Мать и дитя;73.8;2;5;8;2;14;21;22.0
305.0;43.168792;131.915965;Гранд;315.5;0;0;5;Винлаб;338.1;0;0;4;Семейная аптека;137.0;0;3;5;1;2;12;21.0
306.0;43.13348;131.90311;ТЦ Восток;807.1;0;0;0;Реми;202.1;0;2;7;Ovita;49.2;1;4;12;1;7;18;19.0
307.0;43.278677;132.073556;Нет объектов;;0;0;0;Винлаб;779.7;0;0;0;Не удалось узнать название;674.4;0;0;0;0;0;0;0.0
308.0;56.015012;92.873493;ТЦ Евразия;575.1;0;0;0;Русский Разгуляйка;236.7;0;1;2;Не удалось узнать название;114.0;0;5;7;0;4;14;25.0
309.0;59.980722;30.322641;ТК Ланской;988.4;0;0;0;Ароматный мир;145.7;0;1;4;36,6;393.1;0;0;3;0;0;7;8.0
310.0;55.760697;37.649633;Атриум;706.2;0;0;0;SimpleWine;32.0;2;7;13;36,6;116.0;0;4;24;2;6;12;27.0
311.0;53.020825;158.647249;Нет объектов;;0;0;0;Центр Продаж Herbalife;373.7;0;0;1;Центр мед. профилактики;238.5;0;2;3;3;8;8;10.0
312.0;55.703992;37.625909;Ереван Плаза;575.6;0;0;0;Пивотека 465;377.6;0;0;3;36,6;28.4;1;1;2;2;2;5;22.0
313.0;43.16586;131.908221;Берёзка;3.0;3;6;11;Винлаб;18.3;1;4;6;Аптека25.рф;29.9;2;4;6;1;6;8;11.0
314.0;55.765129;49.166448;Нет объектов;;0;0;0;Магнит;299.3;0;1;10;Здравсити;177.3;0;1;5;1;1;3;7.0
315.0;56.13441;47.247889;Президентский;823.1;0;0;0;Smart;19.0;2;4;9;Поликлиника МВД;141.7;0;2;4;0;10;15;18.0
316.0;55.861363;49.086831;Бахетле;243.0;0;2;2;Бристоль;40.1;2;9;19;Фармленд;94.9;1;12;19;4;13;16;21.0
317.0;55.786065;49.124551;Кольцо;65.4;1;4;5;Eurospar;86.2;1;6;10;Планета здоровья;75.4;1;6;15;5;18;33;48.0
318.0;55.754269;52.013955;Роща;298.0;0;1;2;Пятёрочка;90.1;1;3;7;А.Р.М.;72.2;1;3;12;2;7;10;17.0
319.0;55.82621;49.135448;Не удалось узнать название;5.7;1;1;1;Eurospar;31.2;1;7;14;Не удалось узнать название;47.6;0;0;0;8;19;29;44.0
320.0;55.832909;49.041008;Нет объектов;;0;0;0;Красное&Белое;536.0;0;0;0;Малай;537.4;0;0;0;0;0;0;11.0
321.0;55.831843;49.148554;Савиново;648.6;0;0;0;Магнит;12.9;2;7;11;Не удалось узнать название;22.3;3;8;16;0;0;0;49.0
322.0;55.744617;49.192841;Сити Центр;14.0;0;0;0;РусАлка;228.3;0;2;11;Фармленд;17.2;1;4;10;3;7;12;16.0
323.0;54.904359;49.924034;Нет объектов;;0;0;0;Пятёрочка;205.6;0;3;3;Не удалось узнать название;97.8;1;2;2;2;3;4;4.0
324.0;55.778517;49.129564;Сувар Плаза;13.3;1;2;3;Перекрёсток;44.4;1;1;4;Саулык;37.4;1;3;6;6;7;21;34.0
325.0;53.200231;50.198909;Самара-М;10.4;1;1;1;Пятёрочка;10.9;1;3;7;Вита Экспресс;14.5;1;5;10;0;0;0;0.0
