id,nearest_cafes_name,nearest_cafes_dist_m,count_cafes_100m,count_cafes_300m,count_cafes_500m,nearest_restaurants_name,nearest_restaurants_dist_m,count_restaurants_100m,count_restaurants_300m,count_restaurants_500m,nearest_public_transport_name,nearest_public_transport_dist_m,count_public_transport_100m,count_public_transport_300m,count_public_transport_500m,nearest_parking_name,nearest_parking_dist_m,count_parking_100m,count_parking_300m,count_parking_500m
234.0,Good news,54.1,1,1,3,Тсуру,7.2,9,10,11,Дворец культуры имени Гагарина,193.1,0,14,16,Не удалось узнать название,78.1,2,5,10
235.0,Мармеладный кот,69.6,2,4,6,Southern Fried Chicken,100.0,1,6,7,ЦУМ,156.8,0,5,8,Не удалось узнать название,124.8,0,2,3
236.0,Мангал Хаус,317.6,0,0,1,Не удалось узнать название,140.7,0,9,9,Велта,87.2,2,9,23,Не удалось узнать название,47.4,2,8,14
237.0,Кофейная чашка,179.7,0,4,15,MEDUZA,158.2,0,9,33,Улица Осинская,94.1,1,16,22,Не удалось узнать название,95.7,1,29,53
238.0,Магнитка food,258.6,0,1,3,Питерская шаурма,202.7,0,2,6,Куранты,158.8,0,6,18,Не удалось узнать название,93.1,1,7,18
239.0,Кофейная чашка,179.7,0,4,15,MEDUZA,158.2,0,9,33,Улица Осинская,94.1,1,16,22,Не удалось узнать название,95.7,1,29,53
240.0,Кофейная чашка,179.7,0,4,15,MEDUZA,158.2,0,9,33,Улица Осинская,94.1,1,16,22,Не удалось узнать название,95.7,1,29,53
241.0,Лоза,642.4,0,0,0,Subway,167.5,0,5,6,Белореченская,18.6,2,6,16,Не удалось узнать название,23.1,2,9,21
242.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
243.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
244.0,Чилим,449.1,0,0,4,Pizza Mia,454.6,0,0,2,Дом художника,279.0,0,2,9,Гаражный бокс,118.7,0,9,27
245.0,Вилка-ложка,298.6,0,1,2,Япона мама,161.4,0,3,5,Бульвар Малахова,122.4,0,12,22,Не удалось узнать название,37.3,3,12,34
246.0,PingPong,15.1,1,3,9,SubWay,6.1,5,10,11,Автовокзал,85.7,2,13,18,Не удалось узнать название,49.3,2,18,54
247.0,Лоза,642.4,0,0,0,Subway,167.5,0,5,6,Белореченская,18.6,2,6,16,Не удалось узнать название,23.1,2,9,21
248.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
249.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
250.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
251.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
252.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
253.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
254.0,Штолле,432.1,0,0,3,Блин Сметаныч,40.9,4,5,8,"ТРК ""Карнавал""",119.0,0,7,14,Не удалось узнать название,139.8,0,5,18
255.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
257.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
258.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
259.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
260.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
261.0,TAT GOLD,671.7,0,0,0,Pizza Mia,24.7,4,4,5,Индустрии,113.8,0,4,12,Не удалось узнать название,33.0,1,11,31
262.0,Магнитка food,258.6,0,1,3,Питерская шаурма,202.7,0,2,6,Куранты,158.8,0,6,18,Не удалось узнать название,93.1,1,7,18
263.0,Столовая,15.6,1,2,5,Додо Пицца,408.0,0,0,3,Цирк,144.4,0,11,28,Не удалось узнать название,123.3,0,5,15
264.0,Магнитка food,258.6,0,1,3,Питерская шаурма,202.7,0,2,6,Куранты,158.8,0,6,18,Не удалось узнать название,93.1,1,7,18
265.0,"трактир ""Пена""",72.3,1,1,2,Будь готов,73.0,1,1,1,139-й микрорайон,245.6,0,5,24,Не удалось узнать название,45.6,2,5,8
266.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
267.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
268.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
269.0,Не удалось узнать название,145.0,0,3,3,Восточный рай,136.2,0,1,2,Комсомольский проспект,125.5,0,10,15,Не удалось узнать название,23.1,3,7,11
270.0,Не удалось узнать название,145.0,0,3,3,Восточный рай,136.2,0,1,2,Комсомольский проспект,125.5,0,10,15,Не удалось узнать название,23.1,3,7,11
271.0,Счастливые люди,242.6,0,5,6,Бургер Кинг,19.9,1,5,8,Театр кукол,85.3,1,9,10,Не удалось узнать название,41.2,1,2,7
273.0,Дебют,85.7,1,14,27,Компот,104.1,0,21,38,Площадь 1905 года,127.8,0,14,23,Не удалось узнать название,11.4,1,10,27
274.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
275.0,Malefice Hookah | Кальянная,34.4,2,10,30,Додо Пицца,14.0,6,12,39,Филармония,97.8,1,7,33,Не удалось узнать название,46.1,5,38,55
276.0,Malefice Hookah | Кальянная,34.4,2,10,30,Додо Пицца,14.0,6,12,39,Филармония,97.8,1,7,33,Не удалось узнать название,46.1,5,38,55
277.0,Не удалось узнать название,93.3,2,6,15,Pasta Grande,141.1,0,5,9,Кинотеатр «Кристалл»,14.9,6,6,26,Не удалось узнать название,129.6,0,9,21
278.0,Не удалось узнать название,93.3,2,6,15,Pasta Grande,141.1,0,5,9,Кинотеатр «Кристалл»,14.9,6,6,26,Не удалось узнать название,129.6,0,9,21
279.0,Не удалось узнать название,93.3,2,6,15,Pasta Grande,141.1,0,5,9,Кинотеатр «Кристалл»,14.9,6,6,26,Не удалось узнать название,129.6,0,9,21
280.0,Malefice Hookah | Кальянная,34.4,2,10,30,Додо Пицца,14.0,6,12,39,Филармония,97.8,1,7,33,Не удалось узнать название,46.1,5,38,55
281.0,Вилка-ложка,171.6,0,1,1,#Лаваш,8.2,4,11,12,Амундсена,145.9,0,6,8,Не удалось узнать название,36.6,3,13,23
282.0,Крошка Картошка,5.2,3,5,5,Крошка Картошка,28.5,2,2,2,Аэропорт Кольцово,116.7,0,2,3,Не удалось узнать название,138.3,0,4,10
283.0,Кофейная чашка,179.7,0,4,15,MEDUZA,158.2,0,9,33,Улица Осинская,94.1,1,16,22,Не удалось узнать название,95.7,1,29,53
284.0,Кофейная чашка,179.7,0,4,15,MEDUZA,158.2,0,9,33,Улица Осинская,94.1,1,16,22,Не удалось узнать название,95.7,1,29,53
285.0,Нирвана,205.5,0,2,10,PizzaMia,204.5,0,3,5,Токарей,29.8,3,8,15,Не удалось узнать название,153.8,0,6,33
287.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
288.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
289.0,Пенка,109.3,0,10,22,Bluberry,90.9,1,6,19,Площадь Революции,63.3,4,14,27,Не удалось узнать название,80.9,2,18,35
290.0,кафе НЭП,279.4,0,2,2,Не удалось узнать название,40.6,1,1,1,Улица Войкова,144.9,0,4,8,Не удалось узнать название,52.1,2,9,43
293.0,Не удалось узнать название,350.5,0,0,1,Ролик,44.1,2,5,9,Гостиный двор,143.3,0,12,34,Не удалось узнать название,64.1,3,10,21
294.0,Baku city,54.4,1,1,2,Wasabi,574.7,0,0,0,"улица Юлиуса Фучика, д.8",67.1,4,7,14,Не удалось узнать название,178.2,0,7,13
295.0,Раздолье,206.1,0,1,1,Coffee Like,264.6,0,1,1,Не удалось узнать название,282.1,0,3,8,Не удалось узнать название,73.4,1,1,3
296.0,Ph Сoffee,44.6,1,3,5,Не удалось узнать название,1.8,3,4,9,улица Мусина,265.4,0,3,8,Не удалось узнать название,98.6,1,2,10
297.0,Ph Сoffee,44.6,1,3,5,Не удалось узнать название,1.8,3,4,9,улица Мусина,265.4,0,3,8,Не удалось узнать название,98.6,1,2,10
298.0,Ph Сoffee,44.6,1,3,5,Не удалось узнать название,1.8,3,4,9,улица Мусина,265.4,0,3,8,Не удалось узнать название,98.6,1,2,10
299.0,Бинхартс кофе,27.2,2,5,16,Не удалось узнать название,16.2,2,7,11,улица Бондаренко,100.8,0,6,10,Не удалось узнать название,43.2,4,24,45
300.0,Кафе от Бахетле,166.7,0,7,28,Бәхетле,34.7,2,7,25,Кремлёвская,121.7,0,5,26,Не удалось узнать название,154.7,0,6,18
301.0,ZoV огня,11.8,1,4,9,Simple coffee,78.3,1,9,19,Госархив,35.9,4,12,24,Не удалось узнать название,52.0,2,15,32
302.0,Mario's pizza,37.4,6,36,76,Italy,20.1,10,33,88,станция метро «Адмиралтейская»,76.5,2,14,42,Не удалось узнать название,261.9,0,1,5
303.0,Korean House,121.2,0,4,6,Жар-пицца,153.4,0,1,7,Пушкина,167.4,0,4,7,Не удалось узнать название,29.0,1,8,23
304.0,Sista Feels,53.9,4,10,17,Тбилиссимо,93.0,1,11,11,Верхнепортовая,118.1,0,13,15,Не удалось узнать название,26.6,9,60,145
306.0,Товуз,214.4,0,3,6,Супра Романи,155.7,0,3,9,Первая речка,304.7,0,0,10,Не удалось узнать название,16.4,15,82,191
308.0,Green House,320.5,0,0,7,Додо Пицца,297.5,0,1,8,Улица Марковского,82.0,2,6,12,Не удалось узнать название,34.4,1,12,37
309.0,Marketplace,39.4,1,1,4,Сад-огород,127.6,0,2,8,Выборгская набережная,322.4,0,0,6,Не удалось узнать название,22.8,3,5,10
310.0,Френдс,12.2,4,27,49,Хаос,55.6,1,14,36,Лялин переулок,147.0,0,9,17,Не удалось узнать название,240.6,0,1,12
311.0,Пингвин,122.1,0,3,5,Бистро,63.3,1,2,3,Лицей №46,128.4,0,2,5,Не удалось узнать название,49.4,4,8,17
312.0,КофеПорт,12.5,3,4,14,Не удалось узнать название,296.2,0,1,11,Причал «Автозаводский мост»,136.0,0,15,34,Не удалось узнать название,47.9,14,29,41
313.0,Рэндвик,54.0,2,4,10,Вьетнам-Китай,28.0,1,4,10,"ТЦ ""Берёзка""",27.8,2,8,22,Не удалось узнать название,24.9,7,59,141
314.0,Coffee Like,176.2,0,2,3,Дурум кебаб,334.7,0,0,5,Аметьево,7.3,6,11,16,Не удалось узнать название,124.4,0,1,9
315.0,Вилка-ложка,19.7,2,5,12,Zotman Pizza,20.6,2,5,9,Дом торговли,38.2,4,6,24,Не удалось узнать название,55.5,2,6,13
316.0,Фиалка,63.1,1,4,5,Татмак,54.5,1,3,5,Ленинградская улица,56.7,2,10,15,Не удалось узнать название,82.5,2,10,15
317.0,Сююмбике,142.8,0,3,7,Столовая,163.6,0,1,1,улица Ахтямова,47.2,4,5,11,Не удалось узнать название,97.1,1,3,10
318.0,Не удалось узнать название,201.4,0,1,4,Ак Батыр,66.9,1,2,8,11 микрорайон,168.2,0,2,6,Не удалось узнать название,263.1,0,1,5
319.0,Старый Амбар,139.4,0,6,6,Bbq,63.1,2,5,10,улица Фатыха Амирхана,71.1,2,10,12,Не удалось узнать название,62.8,2,7,9
320.0,Обед бери!,378.5,0,0,1,Бодрый день,614.8,0,0,0,улица Васильченко,585.5,0,0,0,Не удалось узнать название,163.5,0,1,3
321.0,Троя,280.4,0,1,2,Не удалось узнать название,32.8,6,9,14,Универсам №1,60.7,2,4,14,Не удалось узнать название,48.3,1,9,21
322.0,Coffee Like,0.0,2,3,4,Döner,92.3,1,5,5,улица Академика Парина,173.5,0,4,18,Не удалось узнать название,27.5,2,9,17
324.0,Итle,85.6,4,14,24,Maximilian's,31.7,4,7,18,Театр Кукол,230.5,0,4,14,Не удалось узнать название,122.7,0,9,26
