id,atm_group,address,geo_address,geo_lon,geo_lat,country,province,area,locality,street,house,target,isTrain
119.0,496.5,"IGNATIEVSKOE AVE,17       BLAGOVESHENS","Россия, Амурская область, Благовещенск, Игнатьевское шоссе, 17",127.512836,50.296568,Россия,Амурская область,городской округ Благовещенск,Благовещенск,Игнатьевское шоссе,17,-0.0307396181924076,True
120.0,496.5,LENINA 5                  SERISHEVO   ,"Россия, Амурская область, посёлок городского типа Серышево, улица Ленина, 5",128.379827,51.096575,Россия,Амурская область,Серышевский муниципальный округ,посёлок городского типа Серышево,улица Ленина,5,0.0118295455132102,True
121.0,496.5,TAEZHNAYA 32              KAA-KHEM    ,"Россия, Республика Тыва, Кызылский кожуун, посёлок городского типа Каа-Хем, Таёжная улица, 32",94.559371,51.69406,Россия,Республика Тыва,Кызылский кожуун,посёлок городского типа Каа-Хем,Таёжная улица,32,0.0113389673822672,True
122.0,1022.0,ABB 12 PUSHKINA           KAZAN       ,"Россия, Республика Татарстан (Татарстан), Казань, улица Пушкина, 12",49.124874,55.789051,Россия,Республика Татарстан (Татарстан),городской округ Казань,Казань,улица Пушкина,12,-0.14219042423916,True
123.0,496.5,SOVETSKAYA 83A            DEBESII     ,"Россия, Удмуртская Республика, Дебёсский район, село Дебёсы, Советская улица, 83А",53.805663,57.650401,Россия,Удмуртская Республика,Дебёсский район,село Дебёсы,Советская улица,83А,-0.0912387553362556,True
124.0,496.5,BUTINA 2                  CHITA       ,"Россия, Забайкальский край, Чита, улица Бутина, 2",113.495057,52.028366,Россия,Забайкальский край,городской округ Чита,Чита,улица Бутина,2,-0.050651904999343,True
125.0,496.5,KOCHETOVA 1               KIZIL       ,"Россия, Республика Тыва, Кызыл, улица Кочетова, 1",94.453666,51.720364,Россия,Республика Тыва,городской округ Кызыл,Кызыл,улица Кочетова,1,-0.0444745498905754,True
126.0,496.5,KRASNOARMEYSKAYA 137      KIZIL       ,"Россия, Республика Тыва, Кызыл, Красноармейская улица, 137",94.440694,51.716229,Россия,Республика Тыва,городской округ Кызыл,Кызыл,Красноармейская улица,137,0.0333146101124605,True
127.0,496.5,DRUZHBI 137               KIZIL       ,"Россия, Республика Тыва, Кызыл, улица Дружбы, 137",94.444395,51.718071,Россия,Республика Тыва,городской округ Кызыл,Кызыл,улица Дружбы,137,0.0067004080412697,True
128.0,496.5,ALDIN-MAADIRSKAYA 65      SUG-AKSI    ,"Россия, Республика Тыва, Сут-Хольский кожуун, село Суг-Аксы, Алдан-Маадырская улица, 65",91.277169,51.400086,Россия,Республика Тыва,Сут-Хольский кожуун,село Суг-Аксы,Алдан-Маадырская улица,65,0.0131890732437399,True
129.0,496.5,KIROVA 188                BELOGORSK   ,"Россия, Амурская область, Белогорск, улица Кирова, 188",128.499869,50.916154,Россия,Амурская область,городской округ Белогорск,Белогорск,улица Кирова,188,,False
130.0,496.5,SKORIKOVA 17              BELOGORSK   ,"Россия, Амурская область, Белогорск, улица Скорикова, 17",128.480052,50.919277,Россия,Амурская область,городской округ Белогорск,Белогорск,улица Скорикова,17,-0.0604631627367305,True
131.0,496.5,LENINA 182                SARAI       ,"Россия, Рязанская область, рабочий посёлок Сараи, улица Ленина, 182",41.006197,53.737745,Россия,Рязанская область,Сараевское городское поселение,рабочий посёлок Сараи,улица Ленина,182,-0.0570593024806221,True
